ID,y
413,89.34618
419,100.30774
420,105.69312
421,89.75513
430,105.87836
434,93.535835
436,94.646484
437,102.27483
438,90.44634
439,110.98631
440,101.908394
443,101.50566
446,95.23772
448,93.39051
452,94.55277
453,108.66352
457,99.31045
458,94.77234
459,114.40372
460,103.67989
462,103.72579
464,101.03359
465,117.24372
467,112.74619
471,107.67139
472,76.998085
473,105.9782
475,95.79456
480,102.58567
488,105.69
490,109.22496
491,104.76985
492,82.789665
493,97.84747
497,94.87316
498,107.611725
499,94.236565
500,100.9427
501,94.890205
502,111.260666
506,87.128716
510,107.60261
511,90.61369
512,93.80637
516,92.99946
518,97.86373
519,112.5064
521,91.7705
522,111.71021
526,114.355194
529,105.7015
532,112.18505
533,94.91191
536,111.15632
537,94.47506
539,94.8958
540,105.77501
541,96.85567
543,93.41971
546,110.04623
547,99.145775
548,90.93459
551,94.42873
552,107.47366
556,101.082634
557,101.48666
558,106.77316
559,93.691345
560,105.67205
562,104.90994
566,98.55891
570,107.611725
571,102.27483
572,100.907906
573,93.70273
575,117.24372
576,108.690834
577,95.34124
579,90.98828
580,112.32935
581,108.8409
589,109.22496
591,101.35517
593,95.21089
594,105.24871
595,95.34883
598,94.68946
602,106.46608
604,112.012764
606,108.08589
608,102.00778
609,105.57916
610,96.60244
616,108.02343
617,94.45856
618,107.42893
620,106.9477
622,102.2469
623,88.8535
624,109.09516
626,112.40348
628,111.97321
629,97.23125
630,109.70928
637,91.6853
638,100.257324
643,105.76467
645,102.58567
646,111.90963
648,94.907875
652,99.3876
653,100.30038
654,107.611725
656,110.94913
657,104.81857
659,99.60713
660,109.51954
663,93.060555
664,110.32709
666,107.356575
668,104.86349
669,94.10313
671,95.17425
675,90.70928
677,96.867584
678,107.366295
679,103.76859
682,106.75621
685,107.70969
687,96.59823
688,94.81007
693,112.28051
696,99.08374
698,94.02324
701,101.49023
704,97.88105
705,116.91944
709,104.03004
710,98.60362
711,108.494225
712,98.86789
714,110.74584
715,90.43726
716,109.22496
717,94.621864
720,115.77232
721,93.320984
724,105.25756
725,95.54164
726,100.981636
728,111.376564
731,97.589005
734,111.43381
738,92.87252
745,105.80855
746,92.642456
751,78.435745
754,95.837944
756,98.676476
758,98.2589
759,109.38642
761,117.456
766,99.40908
767,106.954155
768,88.912094
769,112.036995
770,98.338486
771,82.789665
772,107.08627
773,95.99043
774,103.19924
776,110.22135
777,104.332466
780,113.279655
782,105.701
787,103.05029
788,94.8958
792,90.68171
793,114.41465
798,109.993996
800,91.7501
806,109.22496
809,110.884636
811,107.449554
812,95.913925
814,117.24372
816,107.51026
817,93.456764
818,108.584366
820,99.773605
823,95.131485
829,94.33952
830,112.8871
831,91.868576
834,109.86685
839,104.00051
841,83.00648
844,104.62804
845,94.81828
848,91.65966
850,115.75393
851,106.675575
852,96.50618
854,93.1123
855,105.59834
856,109.918236
859,102.23718
861,103.19924
864,93.07818
865,104.188
866,92.001915
867,98.523186
869,96.62537
871,92.88423
872,109.22496
882,103.05385
883,93.535835
885,94.79314
888,99.16043
893,107.63968
901,107.40719
903,104.69584
904,93.15738
905,108.34332
910,100.171135
911,112.93943
914,110.2883
918,106.99249
921,91.91535
928,97.01151
929,108.90086
932,103.23612
933,95.57601
934,100.171135
935,108.79563
937,79.76216
939,94.32321
940,105.53908
941,99.9996
942,105.65879
943,92.608376
944,105.000626
947,109.22496
949,108.71339
951,102.491585
952,94.9988
953,104.69584
954,77.02998
957,110.354614
959,89.76227
960,110.407974
963,117.24372
965,109.22496
967,108.79515
971,94.85715
972,77.513954
973,91.89594
974,110.683754
975,100.040245
978,107.26214
980,96.18853
981,93.839355
984,109.81372
986,100.171135
988,88.912094
989,107.23541
990,106.12054
992,107.40719
996,103.91619
999,109.11492
1000,103.049095
1001,104.188
1002,90.45338
1003,110.22135
1004,90.28521
1008,110.18563
1009,102.67088
1010,107.00876
1012,110.506294
1013,94.76109
1014,107.377266
1015,95.80597
1016,116.90886
1019,93.98931
1020,107.43165
1021,100.171135
1022,98.390816
1024,100.171135
1025,92.68225
1027,96.24235
1028,109.487976
1029,98.712364
1030,100.22118
1033,110.40616
1036,102.10346
1037,107.752075
1038,91.312805
1042,94.32321
1043,107.22666
1044,96.00869
1045,110.698105
1047,114.86553
1050,94.59579
1051,108.38989
1054,94.77234
1056,93.839355
1057,95.11446
1059,93.81209
1062,105.93167
1063,100.478546
1064,93.839355
1066,94.27178
1070,113.29
1076,110.28537
1077,98.67408
1078,111.27567
1080,108.05839
1082,100.33589
1083,99.619736
1089,105.82068
1091,99.16043
1093,96.214905
1097,94.52243
1099,97.274185
1101,100.171135
1103,100.8719
1104,111.75215
1106,106.26223
1109,93.53003
1110,109.82946
1111,107.0547
1112,109.96165
1114,94.37481
1116,96.19545
1117,109.069786
1120,101.484116
1124,111.32954
1125,95.06357
1126,113.55202
1134,107.07731
1137,91.095695
1138,111.572075
1144,111.15762
1145,95.34883
1146,92.495865
1148,101.11597
1150,99.06302
1152,104.62804
1153,101.46365
1154,106.75464
1155,94.585175
1157,97.795105
1162,95.768616
1165,110.34675
1166,97.509544
1167,101.61798
1168,103.784386
1169,102.23718
1171,118.32418
1172,103.79903
1173,102.23718
1174,98.022156
1176,107.334526
1177,108.406044
1178,95.90767
1182,111.4448
1186,102.44877
1187,105.52676
1188,92.433266
1189,113.23263
1191,106.38431
1192,95.06215
1197,112.08522
1198,95.06039
1200,79.31811
1201,94.12101
1203,98.10049
1209,117.24372
1214,107.66415
1218,110.8393
1222,99.85661
1226,97.34548
1228,97.18277
1230,103.29931
1232,79.405655
1233,108.60589
1236,113.00444
1238,101.46087
1241,111.15762
1244,98.851555
1246,103.66997
1247,100.323555
1250,104.2338
1251,100.14812
1254,104.9654
1255,98.36141
1256,109.36225
1257,98.11071
1258,111.252075
1259,112.101395
1260,93.636826
1263,112.1793
1267,79.66447
1268,109.9994
1271,96.88172
1272,108.19346
1274,105.38595
1275,95.768616
1276,108.94367
1277,90.261
1279,92.495865
1281,98.572075
1282,92.433266
1283,106.14645
1285,104.949554
1286,93.75419
1289,112.553856
1296,97.97132
1299,102.40186
1301,103.91619
1306,89.79095
1307,95.13766
1308,93.99342
1313,108.94367
1314,95.317955
1315,109.82946
1316,92.96096
1317,108.56192
1319,92.48708
1323,107.20689
1324,109.071106
1325,96.37339
1328,102.72108
1329,91.88359
1330,103.19924
1331,99.751274
1332,104.45659
1337,101.44931
1338,99.25876
1339,91.7705
1340,101.57417
1343,106.51734
1347,111.75011
1348,97.34324
1349,107.52238
1352,94.33637
1354,103.791245
1359,111.63075
1360,101.007935
1363,108.69681
1364,99.87587
1365,103.42455
1366,102.75502
1372,98.97193
1375,97.73999
1376,98.02039
1378,95.89627
1379,108.17664
1380,101.333984
1381,102.41547
1384,109.403336
1387,100.43927
1388,106.59325
1392,75.517365
1394,102.190094
1395,94.79729
1396,109.687515
1398,96.76713
1399,109.687515
1400,91.84248
1401,92.61998
1403,101.039246
1404,97.93703
1406,109.687515
1407,94.26238
1408,112.11326
1410,80.39784
1412,109.536026
1413,93.33484
1415,96.61038
1420,112.11326
1422,110.714035
1423,100.604706
1424,112.11326
1425,98.65866
1426,80.39784
1427,102.38847
1429,93.974945
1430,108.26629
1431,103.63072
1432,100.27099
1434,109.504524
1437,94.23516
1438,104.72406
1440,109.89745
1441,106.28356
1442,95.49694
1444,107.459724
1445,97.10572
1446,104.6987
1448,93.852715
1453,92.75252
1454,109.536026
1455,92.996895
1456,106.46053
1458,109.536026
1459,94.851715
1461,97.15642
1465,100.43927
1466,110.65776
1469,107.06461
1472,92.75252
1474,97.97045
1477,108.24107
1479,106.6015
1482,109.61038
1483,78.10885
1487,94.55215
1488,105.499916
1490,115.38846
1492,105.12272
1494,117.80388
1496,98.76695
1497,98.53469
1499,104.316376
1502,94.71282
1507,103.04984
1508,94.33637
1509,102.95345
1511,92.96287
1512,107.37453
1513,116.97412
1514,99.53031
1518,112.50111
1519,91.73064
1522,111.5411
1524,78.16098
1527,95.49694
1529,94.998436
1532,106.37321
1536,113.28453
1537,117.26253
1539,101.81237
1542,111.62793
1543,98.02039
1544,105.076996
1545,80.212555
1550,95.060234
1551,102.99347
1554,115.27244
1556,108.563614
1559,94.577324
1560,77.66824
1562,98.86983
1566,91.783615
1567,111.684074
1569,105.085815
1570,109.90707
1571,108.7454
1574,94.33637
1578,107.04
1580,93.01829
1583,104.73426
1584,94.33637
1585,107.15127
1586,103.89828
1587,112.61565
1588,95.73756
1590,116.25156
1592,104.2171
1596,95.29259
1598,106.19147
1599,95.97491
1604,108.87294
1606,102.286804
1607,93.33484
1608,99.65149
1609,116.99144
1611,96.58751
1613,96.01862
1616,97.80514
1619,108.44912
1620,93.86912
1621,112.13659
1622,98.77417
1625,108.61805
1627,116.99144
1629,102.77111
1634,98.31816
1636,95.39118
1638,107.52352
1639,97.72694
1641,101.88896
1643,95.02795
1644,102.12388
1645,117.82853
1646,104.91196
1647,113.750114
1648,95.99564
1652,93.01829
1653,113.28508
1656,95.81133
1658,95.97491
1659,109.08926
1661,101.88282
1663,93.33484
1664,104.6843
1665,95.33927
1666,108.563614
1667,101.01043
1668,79.4568
1669,102.03728
1670,95.21629
1672,112.82097
1674,104.629295
1677,105.499916
1678,92.819046
1679,111.471245
1680,100.66372
1683,110.994774
1686,104.23993
1687,110.352165
1689,106.53784
1690,96.33907
1691,115.83042
1692,113.44337
1693,94.33637
1695,96.50288
1696,92.75252
1697,109.08926
1700,108.563614
1701,97.3215
1702,112.61565
1703,92.35117
1704,105.212975
1706,95.50492
1707,108.76554
1708,97.21996
1710,92.774536
1711,106.53822
1713,101.55657
1717,109.84709
1719,107.04
1720,96.47465
1722,95.2048
1725,104.487625
1726,96.39988
1727,101.35402
1729,105.204124
1730,90.49757
1731,107.06897
1733,108.563614
1734,95.24352
1735,110.714035
1738,96.01862
1742,103.54547
1745,104.629295
1747,95.58116
1749,101.29868
1751,97.769196
1752,77.90421
1753,103.63147
1754,95.5362
1755,94.395294
1756,102.268616
1758,106.07804
1759,92.52961
1760,106.910545
1761,108.209724
1762,91.707436
1763,105.97678
1764,109.16715
1766,101.82564
1768,92.65586
1769,80.307594
1771,107.44885
1772,97.7269
1773,109.86705
1774,99.21198
1775,108.523674
1777,111.35773
1779,92.52961
1780,107.2068
1787,92.69263
1788,94.80096
1790,95.930725
1796,112.82394
1801,90.75399
1803,93.700035
1807,112.24997
1809,106.25134
1812,97.46811
1813,107.63109
1814,101.92048
1815,109.80185
1816,96.28078
1818,93.50147
1820,92.00689
1821,116.08798
1822,95.304245
1825,96.651855
1826,107.33256
1828,96.00956
1831,103.67246
1836,101.1637
1837,95.43432
1841,97.97045
1844,103.94931
1848,92.05564
1851,101.81237
1852,94.73635
1853,93.774254
1854,97.4643
1856,103.19614
1859,106.25134
1860,98.17292
1861,78.121025
1863,110.421646
1865,96.71023
1866,103.89189
1867,95.85875
1868,92.65847
1872,95.64654
1879,98.35251
1880,107.355804
1882,97.54055
1885,110.83476
1887,104.22066
1888,94.856964
1890,103.60535
1894,97.131424
1895,102.37201
1896,93.54749
1897,108.9297
1900,109.665924
1901,94.577324
1902,106.71421
1905,100.011635
1906,108.45293
1912,106.788506
1915,96.569496
1916,107.820145
1917,93.892136
1918,104.9191
1920,78.67031
1923,100.93989
1924,102.99798
1925,96.39988
1930,116.99144
1932,113.58638
1933,111.55383
1934,110.72824
1935,94.18503
1940,80.39784
1941,98.19262
1942,116.10693
1943,104.45486
1944,93.24796
1945,101.68572
1948,117.26253
1949,92.06357
1952,99.1979
1954,94.227165
1955,116.220985
1958,96.00012
1959,84.65188
1960,105.97678
1963,96.302666
1965,103.11074
1968,103.37372
1969,99.87587
1971,96.431335
1972,111.08999
1973,93.14073
1975,91.806145
1977,101.77846
1978,97.15628
1979,108.88887
1981,92.51856
1982,110.40727
1987,110.64015
1988,91.783615
1993,104.23601
1997,92.9595
1999,95.67065
2001,95.90942
2002,115.70842
2003,100.87564
2004,77.8356
2006,111.49711
2007,94.662224
2009,106.910545
2010,93.380005
2013,102.89179
2018,78.59527
2022,98.39037
2024,107.35721
2025,96.661545
2026,104.011215
2030,106.65454
2031,95.52383
2032,106.788506
2033,96.07073
2035,100.16524
2036,113.27951
2037,93.58924
2040,96.0795
2043,109.696396
2044,126.658005
2046,106.17246
2054,109.46218
2055,94.826805
2056,107.2068
2059,94.73516
2060,94.577324
2062,92.20761
2063,108.75619
2066,97.131424
2067,115.35407
2072,100.95743
2073,107.47613
2074,109.02107
2075,100.15863
2076,96.54639
2080,95.6779
2082,94.577324
2085,99.59135
2087,107.65957
2091,107.8469
2092,95.98382
2093,107.2068
2098,101.2361
2101,105.97678
2102,93.48904
2103,80.39784
2105,103.63042
2106,93.297585
2107,100.99481
2110,96.76179
2114,98.15316
2115,113.28453
2117,86.498535
2118,96.27765
2119,105.67242
2120,96.815506
2122,102.579895
2123,113.02667
2126,94.3531
2127,107.83874
2128,98.62766
2129,109.39053
2132,110.96933
2135,104.84659
2138,103.87248
2139,116.99144
2141,110.565994
2142,94.6225
2146,97.52464
2151,110.68756
2157,105.117935
2159,100.996956
2162,92.552376
2164,117.11804
2167,95.16271
2168,110.44453
2171,98.20506
2173,95.21643
2174,104.38151
2175,95.296776
2178,93.93862
2180,96.51121
2185,110.89467
2189,93.88701
2190,112.334145
2192,102.64727
2194,112.7883
2200,104.73407
2201,98.604416
2203,108.30417
2204,97.548294
2205,110.52416
2209,109.754395
2213,103.01812
2214,94.30402
2215,108.800385
2216,98.71907
2218,95.19335
2219,110.18113
2220,101.9293
2222,98.198845
2223,105.35819
2225,110.60019
2226,93.82559
2230,100.82485
2233,111.38584
2234,106.94468
2235,97.548294
2236,77.407326
2237,92.31426
2240,116.20584
2241,96.378555
2248,104.2291
2249,97.067345
2250,101.71229
2252,110.25344
2253,99.69769
2254,111.67267
2256,79.400444
2258,94.16803
2259,101.3595
2262,97.186806
2265,94.3982
2266,103.92128
2269,99.42616
2271,104.03606
2273,95.054665
2274,108.507675
2275,98.44066
2277,98.69643
2279,97.548294
2280,76.941185
2282,96.51121
2283,102.27105
2288,96.60031
2289,107.44045
2291,96.14874
2292,117.8048
2297,108.82615
2298,106.2763
2299,98.31564
2300,111.47947
2301,92.67711
2304,94.26714
2305,101.86684
2306,97.186806
2308,94.2084
2309,101.13578
2311,104.328354
2312,100.825714
2316,103.258255
2321,104.14215
2322,106.619896
2325,105.96576
2326,93.855415
2329,117.8048
2330,99.21025
2331,101.51145
2332,111.35358
2333,97.186806
2334,104.13645
2335,110.96486
2337,105.76391
2338,103.32832
2340,111.35358
2342,98.883385
2345,92.4822
2349,95.31362
2351,78.011475
2352,95.70608
2354,109.19187
2355,112.34406
2357,110.60019
2358,96.37687
2360,95.405525
2361,109.19187
2364,95.430244
2366,99.34877
2369,98.620575
2370,95.44555
2371,110.882454
2373,102.15507
2374,105.88215
2376,112.48071
2378,106.82671
2382,103.85405
2383,93.16266
2386,107.56001
2387,99.92391
2389,98.45441
2390,104.695244
2392,93.07124
2398,111.35358
2399,94.99476
2400,99.42383
2401,110.3566
2402,97.18047
2404,99.55588
2407,101.649666
2408,100.82066
2409,104.88337
2412,85.2883
2413,101.537445
2415,94.25186
2420,101.43036
2422,99.17265
2423,103.63777
2426,94.458824
2432,98.858055
2434,91.3707
2435,95.75196
2436,109.71537
2438,106.08188
2440,106.131165
2443,101.50925
2444,91.23008
2447,104.2291
2450,94.24465
2454,104.39634
2455,108.47997
2459,97.186806
2460,102.99696
2463,96.96044
2465,96.67153
2468,80.329704
2469,96.535965
2474,96.115204
2478,95.21131
2480,90.09524
2481,116.20584
2489,96.51121
2490,101.49815
2492,94.461945
2496,97.186806
2497,99.73137
2500,95.86745
2505,96.13488
2507,99.459274
2508,110.52416
2509,94.821754
2510,77.29901
2513,91.30703
2515,96.51121
2518,93.16266
2519,103.92688
2520,93.16266
2521,108.03444
2523,100.67761
2525,96.97921
2529,110.52416
2530,96.746605
2533,105.4807
2535,92.17618
2538,100.13941
2544,106.763504
2553,110.6002
2556,93.80709
2558,92.58454
2559,110.73765
2560,94.18871
2561,108.657745
2562,97.57791
2563,106.69472
2564,90.48409
2565,111.95597
2567,98.75523
2572,94.02746
2575,97.339836
2576,113.26295
2577,96.60005
2578,97.41368
2579,108.723595
2580,93.551476
2582,103.37815
2583,91.84462
2587,90.85892
2589,109.31038
2590,96.79588
2591,110.52416
2594,97.33868
2597,97.01099
2598,105.193924
2599,95.62762
2600,99.94657
2602,116.81434
2603,94.02746
2604,97.4065
2606,100.172066
2607,77.95285
2608,100.77916
2613,110.52416
2614,103.38467
2615,111.311
2617,109.108795
2620,100.794785
2623,108.087685
2624,99.12048
2627,110.52416
2629,77.95285
2630,95.26324
2632,101.5088
2636,95.893265
2639,105.4979
2640,109.777885
2642,110.52416
2644,106.7989
2646,99.36203
2647,97.52731
2649,93.94698
2650,102.78708
2652,107.61402
2653,97.98511
2655,101.59018
2657,111.99949
2659,107.27376
2662,93.07047
2663,116.20584
2664,96.291504
2665,102.04534
2670,98.553604
2671,108.318275
2672,91.22977
2675,107.61402
2677,109.10743
2679,99.266205
2683,108.66335
2684,96.93138
2685,105.13019
2688,108.38977
2689,104.16338
2690,103.04473
2693,104.35297
2694,107.97429
2697,104.654594
2699,96.28561
2703,94.18574
2705,107.37382
2709,83.7114
2710,94.36217
2711,108.71157
2712,96.6417
2713,98.46704
2714,108.55287
2715,98.08947
2717,93.91266
2718,110.93031
2720,106.94448
2721,96.4685
2726,102.48976
2728,91.99069
2731,104.295
2732,109.794075
2734,95.94548
2736,103.06074
2737,96.715935
2738,104.68679
2739,100.33097
2746,95.56559
2749,105.53962
2751,117.98397
2752,101.71626
2753,97.309074
2757,101.75416
2758,96.31018
2759,109.09445
2760,103.15448
2762,110.69623
2764,93.5352
2765,108.18964
2769,106.95427
2771,105.97133
2774,93.52764
2776,93.184425
2777,99.01087
2778,96.46783
2779,105.73703
2782,93.44809
2784,93.77302
2787,95.33596
2789,96.62036
2792,97.36946
2798,94.75244
2799,101.68743
2800,95.91259
2801,77.626175
2802,94.72782
2804,97.36414
2807,103.527824
2808,100.60107
2809,100.46533
2811,116.920944
2812,95.63828
2814,93.63464
2816,98.23651
2817,109.48607
2818,99.42587
2820,101.15669
2821,84.27875
2822,97.47297
2823,110.70589
2824,96.49385
2826,97.63787
2829,97.436554
2834,97.3063
2835,79.284706
2838,95.31933
2839,108.01642
2840,91.85611
2841,105.80886
2842,97.212036
2846,113.39131
2848,101.4213
2849,93.693985
2850,108.55287
2851,92.90934
2853,97.131775
2854,110.52416
2858,100.71979
2861,104.311195
2864,94.48602
2865,116.20584
2866,102.894196
2867,91.95146
2868,113.68263
2870,108.312965
2877,101.45754
2878,110.52416
2880,112.83972
2882,77.83058
2883,97.35694
2884,104.12203
2885,98.0922
2887,96.51121
2888,109.23676
2889,91.38776
2890,104.6537
2891,103.56758
2892,117.281715
2893,93.65172
2898,107.37707
2899,99.25114
2900,109.84031
2901,93.54636
2909,105.61418
2910,111.37213
2911,119.508736
2913,97.29321
2914,104.34695
2918,97.49422
2919,108.216644
2920,91.63313
2921,110.52416
2922,99.39626
2923,101.50603
2925,105.95974
2926,93.551476
2927,110.359055
2929,113.701294
2933,95.757965
2934,106.3866
2936,101.53542
2941,97.49704
2942,95.64162
2943,109.196045
2945,102.7936
2950,95.23464
2951,108.1073
2953,106.649124
2954,100.12623
2955,106.46302
2956,100.88171
2960,105.17666
2962,97.16328
2963,104.563934
2964,105.48848
2966,76.941185
2967,96.132965
2968,98.31626
2969,91.49671
2971,92.38564
2972,107.89784
2974,95.21481
2975,106.48254
2977,117.80388
2980,108.180176
2981,89.42881
2983,100.844795
2984,99.426186
2985,117.8048
2986,96.7818
2987,107.89784
2989,97.2025
2990,107.800865
2991,113.51063
2992,80.239456
2995,104.654594
2996,98.18956
3002,111.68991
3004,108.772385
3005,118.29241
3006,95.560974
3010,98.3315
3011,103.93757
3014,93.551476
3015,95.33819
3016,94.23516
3017,100.499825
3018,93.8628
3021,103.381584
3024,105.193924
3028,97.596825
3030,94.87832
3032,93.57814
3039,94.673546
3040,103.95906
3041,98.65624
3043,110.34341
3044,113.41039
3046,105.68933
3055,96.74389
3056,109.205574
3058,93.34772
3059,106.34429
3061,117.26253
3063,106.62945
3066,95.551186
3067,105.193924
3068,77.43925
3069,96.4685
3072,116.50411
3073,112.686035
3074,95.66445
3077,96.62019
3082,101.12722
3084,104.654594
3085,101.9
3088,106.7989
3091,96.01325
3092,111.75271
3093,99.41292
3094,104.295
3096,110.72824
3097,90.42156
3098,78.28693
3102,116.75178
3106,93.26008
3109,95.867424
3111,93.98512
3112,118.29241
3113,96.89827
3115,100.95743
3116,106.002235
3117,97.689224
3121,103.69719
3122,95.26051
3123,95.78743
3124,101.43269
3125,94.23516
3126,100.29132
3127,115.83042
3129,92.73
3130,114.27667
3132,107.11701
3134,107.821396
3135,105.088196
3137,76.1082
3138,122.86735
3140,105.98021
3144,105.24087
3145,105.30234
3146,111.3861
3147,95.347786
3148,103.15126
3149,105.71758
3150,111.84951
3151,96.51821
3152,96.52373
3155,101.85059
3156,108.55287
3159,93.03975
3161,99.12262
3162,107.60647
3163,95.56137
3165,102.23022
3172,103.088264
3173,99.02104
3176,92.19172
3177,107.38481
3179,106.48254
3183,93.80761
3186,94.61724
3187,98.534134
3189,106.85366
3190,97.65763
3192,115.83042
3193,103.088264
3194,113.00864
3197,95.7595
3198,95.83648
3200,101.57008
3201,118.492294
3202,95.83648
3204,96.16011
3205,93.25833
3206,105.0213
3208,104.447754
3210,103.12058
3211,100.52544
3212,117.26253
3213,98.13248
3214,104.7057
3216,104.6537
3219,93.76363
3220,110.69524
3221,96.89827
3226,107.9758
3227,105.97088
3228,98.09175
3229,98.478745
3232,80.329704
3233,94.265236
3234,96.4162
3236,99.41005
3238,110.6594
3239,109.52733
3240,93.51818
3247,109.12364
3249,104.94195
3252,111.26779
3253,98.556114
3254,104.28562
3255,99.83257
3256,109.69761
3257,95.2133
3262,104.84812
3263,107.61402
3264,100.88171
3266,112.60644
3267,101.424805
3269,97.739075
3272,117.8048
3274,95.7595
3275,105.158585
3277,102.0101
3279,99.0418
3280,107.40649
3283,95.3781
3285,96.51121
3287,103.48143
3288,105.193924
3290,100.22264
3291,92.31426
3298,107.84002
3299,95.53303
3302,106.836555
3303,94.814804
3304,104.49176
3307,94.61168
3309,98.0664
3314,77.22221
3316,110.69203
3317,97.95828
3319,95.61184
3320,108.09107
3321,95.14587
3322,102.47544
3324,93.23607
3326,95.81363
3329,101.02174
3330,90.48409
3331,111.49711
3335,117.281715
3337,96.88787
3338,98.85033
3339,97.86056
3340,112.30039
3341,96.1796
3343,94.1889
3346,92.86214
3348,92.710205
3351,105.193924
3352,117.61298
3355,91.80808
3356,109.903366
3358,105.11035
3359,94.320114
3360,102.325485
3371,96.466736
3372,96.05446
3374,96.57822
3377,107.94697
3378,92.77547
3380,107.88779
3382,100.842476
3386,97.1067
3389,102.2314
3391,106.12596
3393,96.77828
3394,106.90625
3395,93.76725
3397,110.52416
3398,103.15431
3399,83.00484
3400,94.95779
3404,105.36994
3407,110.77149
3409,101.491455
3419,101.81811
3421,98.50454
3425,94.71661
3427,80.753296
3428,117.8048
3429,107.880684
3431,96.82025
3435,93.71894
3436,109.14868
3439,97.1825
3441,101.192665
3442,117.8048
3443,102.95987
3444,105.195595
3445,94.02605
3446,107.199104
3449,94.577324
3453,97.76007
3457,101.715866
3460,103.105736
3461,106.39612
3462,92.861725
3464,106.62945
3465,77.43925
3466,96.23731
3467,104.71107
3468,97.38403
3469,102.916336
3470,95.37571
3472,110.52416
3473,100.06529
3475,94.121086
3476,109.28171
3478,107.27785
3479,94.34856
3483,94.92739
3484,107.45325
3485,101.19209
3487,94.22636
3488,107.88659
3496,111.5399
3497,99.682816
3499,103.63072
3500,77.01531
3501,97.50818
3504,92.88198
3508,102.00498
3511,95.71543
3512,109.176544
3515,92.1728
3517,95.0189
3518,96.64896
3526,108.21956
3528,114.64891
3529,99.99107
3530,115.60161
3531,92.73736
3532,103.766594
3533,96.027916
3534,95.17888
3535,77.5457
3536,98.98645
3537,110.8108
3538,92.08497
3539,102.38608
3540,103.10261
3545,107.38316
3546,92.24369
3550,107.89202
3551,103.99006
3553,96.49041
3554,103.105736
3557,92.31426
3558,109.110016
3559,94.577324
3561,92.200874
3562,110.52416
3563,96.54619
3564,105.193924
3565,94.02605
3567,94.908325
3571,105.193924
3572,98.14427
3574,109.88802
3576,95.8966
3577,105.83804
3578,95.09239
3579,94.085106
3583,95.30273
3585,103.61583
3586,106.07151
3587,112.689
3593,93.46011
3594,104.37406
3595,94.85371
3599,95.68925
3600,105.6875
3601,110.52416
3602,94.577324
3604,99.19067
3609,118.34781
3610,106.96048
3612,110.17157
